candidate_id,target_role,seniority_level,experience_years,skills,tools,education,certifications,project_summary,resume_text,cleaned_text,synthetic_data,privacy_status
CAND_0323,AI Engineer,Junior,1,"OpenAI API, Pinecone, Agentic AI, ChromaDB, NLP, Guardrails, Fine-tuning, LLM, LangChain, SQL, Documentation, Public Service Systems, CI/CD, Automation Testing, prompt orchestration, LLM evaluation","Hugging Face, OpenAI API, ChromaDB, Git, Confluence",Associate degree in Software Development,Azure AI Engineer Associate,Designed a RAG proof of concept with guardrails and documented AI risks for a municipal reporting and request system.,"Project experience overview: Synthetic anonymized candidate CAND_0323 for Junior AI Engineer. Experience: 1 years in IT delivery for public service environments. Skills: OpenAI API, Pinecone, Agentic AI, ChromaDB, NLP, Guardrails, Fine-tuning, LLM, LangChain, SQL, Documentation, Public Service Systems, CI/CD, Automation Testing, prompt orchestration, LLM evaluation. Tools: Hugging Face, OpenAI API, ChromaDB, Git, Confluence. Education: Associate degree in Software Development. Certifications: Azure AI Engineer Associate. Project summary: Designed a RAG proof of concept with guardrails and documented AI risks for a municipal reporting and request system. Responsibilities included supported testing, fixed small bugs, followed coding standards. Impact: improved documentation quality. Privacy status: synthetic anonymized academic resume with no real personal data.",project experience overview synthetic anonymized candidate cand 0323 for junior ai engineer. experience 1 years in it delivery for public service environments. skills openai api pinecone agentic ai chromadb nlp guardrails fine-tuning llm langchain sql documentation public service systems ci cd automation testing prompt orchestration llm evaluation. tools hugging face openai api chromadb git confluence. education associate degree in software development. certifications azure ai engineer associate. project summary designed a rag proof of concept with guardrails and documented ai risks for a municipal reporting and request system. responsibilities included supported testing fixed small bugs followed coding standards. impact improved documentation quality. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0324,AI Engineer,Junior,0,"Embeddings, ChromaDB, Prompt Engineering, Fine-tuning, Pinecone, Hugging Face, Guardrails, OpenAI API, NLP, Agentic AI, Vector Databases, Git, Public Service Systems, API Testing, CI/CD, prompt orchestration, LLM evaluation","ChromaDB, Hugging Face, Docker, Pinecone, OpenAI API, Jira, Slack",Computer Science bootcamp with portfolio projects,DeepLearning.AI Generative AI Certificate,Designed a RAG proof of concept with guardrails and documented AI risks for a transport permit application service.,"Project experience overview: Synthetic anonymized candidate CAND_0324 for Junior AI Engineer. Experience: 0 years in IT delivery for public service environments. Skills: Embeddings, ChromaDB, Prompt Engineering, Fine-tuning, Pinecone, Hugging Face, Guardrails, OpenAI API, NLP, Agentic AI, Vector Databases, Git, Public Service Systems, API Testing, CI/CD, prompt orchestration, LLM evaluation. Tools: ChromaDB, Hugging Face, Docker, Pinecone, OpenAI API, Jira, Slack. Education: Computer Science bootcamp with portfolio projects. Certifications: DeepLearning.AI Generative AI Certificate. Project summary: Designed a RAG proof of concept with guardrails and documented AI risks for a transport permit application service. Responsibilities included implemented supervised tasks, supported testing, wrote basic documentation. Impact: improved documentation quality. Privacy status: synthetic anonymized academic resume with no real personal data.",project experience overview synthetic anonymized candidate cand 0324 for junior ai engineer. experience 0 years in it delivery for public service environments. skills embeddings chromadb prompt engineering fine-tuning pinecone hugging face guardrails openai api nlp agentic ai vector databases git public service systems api testing ci cd prompt orchestration llm evaluation. tools chromadb hugging face docker pinecone openai api jira slack. education computer science bootcamp with portfolio projects. certifications deeplearning.ai generative ai certificate. project summary designed a rag proof of concept with guardrails and documented ai risks for a transport permit application service. responsibilities included implemented supervised tasks supported testing wrote basic documentation. impact improved documentation quality. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0325,AI Engineer,Junior,0,"Vector Databases, Agentic AI, RAG, Prompt Engineering, Guardrails, ChromaDB, Hugging Face, Security Awareness, Docker, API Testing, Git, Cypress, prompt orchestration, LLM evaluation","Git, OpenAI API, Docker, Azure AI Studio, Jira",Associate degree in Software Development,Azure AI Engineer Associate,Designed a RAG proof of concept with guardrails and documented AI risks for a public service contact centre tooling.,"Professional summary: Synthetic anonymized candidate CAND_0325 for Junior AI Engineer. Experience: 0 years in IT delivery for public service environments. Skills: Vector Databases, Agentic AI, RAG, Prompt Engineering, Guardrails, ChromaDB, Hugging Face, Security Awareness, Docker, API Testing, Git, Cypress, prompt orchestration, LLM evaluation. Tools: Git, OpenAI API, Docker, Azure AI Studio, Jira. Education: Associate degree in Software Development. Certifications: Azure AI Engineer Associate. Project summary: Designed a RAG proof of concept with guardrails and documented AI risks for a public service contact centre tooling. Responsibilities included fixed small bugs, implemented supervised tasks, supported testing. Impact: reduced manual review effort. Privacy status: synthetic anonymized academic resume with no real personal data.",professional summary synthetic anonymized candidate cand 0325 for junior ai engineer. experience 0 years in it delivery for public service environments. skills vector databases agentic ai rag prompt engineering guardrails chromadb hugging face security awareness docker api testing git cypress prompt orchestration llm evaluation. tools git openai api docker azure ai studio jira. education associate degree in software development. certifications azure ai engineer associate. project summary designed a rag proof of concept with guardrails and documented ai risks for a public service contact centre tooling. responsibilities included fixed small bugs implemented supervised tasks supported testing. impact reduced manual review effort. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0326,AI Engineer,Junior,2,"Fine-tuning, RAG, OpenAI API, ChromaDB, Pinecone, Embeddings, LLM, Security Awareness, API Testing, Git, Public Service Systems, Model Evaluation, TensorFlow, prompt orchestration, LLM evaluation","Git, Docker, Azure AI Studio, Hugging Face, LangChain, Slack",BTEC Level 3 IT,DeepLearning.AI Generative AI Certificate,Designed a RAG proof of concept with guardrails and documented AI risks for a digital identity verification platform.,"Role-focused CV summary: Synthetic anonymized candidate CAND_0326 for Junior AI Engineer. Experience: 2 years in IT delivery for public service environments. Skills: Fine-tuning, RAG, OpenAI API, ChromaDB, Pinecone, Embeddings, LLM, Security Awareness, API Testing, Git, Public Service Systems, Model Evaluation, TensorFlow, prompt orchestration, LLM evaluation. Tools: Git, Docker, Azure AI Studio, Hugging Face, LangChain, Slack. Education: BTEC Level 3 IT. Certifications: DeepLearning.AI Generative AI Certificate. Project summary: Designed a RAG proof of concept with guardrails and documented AI risks for a digital identity verification platform. Responsibilities included fixed small bugs, followed coding standards, wrote basic documentation. Impact: reduced manual review effort. Privacy status: synthetic anonymized academic resume with no real personal data.",role-focused cv summary synthetic anonymized candidate cand 0326 for junior ai engineer. experience 2 years in it delivery for public service environments. skills fine-tuning rag openai api chromadb pinecone embeddings llm security awareness api testing git public service systems model evaluation tensorflow prompt orchestration llm evaluation. tools git docker azure ai studio hugging face langchain slack. education btec level 3 it. certifications deeplearning.ai generative ai certificate. project summary designed a rag proof of concept with guardrails and documented ai risks for a digital identity verification platform. responsibilities included fixed small bugs followed coding standards wrote basic documentation. impact reduced manual review effort. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0327,AI Engineer,Junior,1,"Vector Databases, Hugging Face, Agentic AI, RAG, Guardrails, Embeddings, Prompt Engineering, Fine-tuning, LangChain, OpenAI API, Agile, Security Awareness, REST API, Selenium, LLM evaluation, prompt orchestration","Docker, LangChain, Hugging Face, Pinecone, Slack, Jira",Computer Science bootcamp with portfolio projects,Azure AI Engineer Associate,Created an LLM-assisted knowledge retrieval prototype for a education records support platform.,"Professional summary: Synthetic anonymized candidate CAND_0327 for Junior AI Engineer. Experience: 1 years in IT delivery for public service environments. Skills: Vector Databases, Hugging Face, Agentic AI, RAG, Guardrails, Embeddings, Prompt Engineering, Fine-tuning, LangChain, OpenAI API, Agile, Security Awareness, REST API, Selenium, LLM evaluation, prompt orchestration. Tools: Docker, LangChain, Hugging Face, Pinecone, Slack, Jira. Education: Computer Science bootcamp with portfolio projects. Certifications: Azure AI Engineer Associate. Project summary: Created an LLM-assisted knowledge retrieval prototype for a education records support platform. Responsibilities included supported testing, followed coding standards, fixed small bugs. Impact: reduced manual review effort. Privacy status: synthetic anonymized academic resume with no real personal data.",professional summary synthetic anonymized candidate cand 0327 for junior ai engineer. experience 1 years in it delivery for public service environments. skills vector databases hugging face agentic ai rag guardrails embeddings prompt engineering fine-tuning langchain openai api agile security awareness rest api selenium llm evaluation prompt orchestration. tools docker langchain hugging face pinecone slack jira. education computer science bootcamp with portfolio projects. certifications azure ai engineer associate. project summary created an llm-assisted knowledge retrieval prototype for a education records support platform. responsibilities included supported testing followed coding standards fixed small bugs. impact reduced manual review effort. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0328,AI Engineer,Junior,0,"Hugging Face, Fine-tuning, OpenAI API, Prompt Engineering, Pinecone, NLP, RAG, Embeddings, Agentic AI, Guardrails, LangChain, Docker, Security Awareness, Public Service Systems, Agile, Model Training, PyTorch, vector search, prompt orchestration","Pinecone, Hugging Face, Azure AI Studio, Docker, Git, Confluence, Jira",Associate degree in Software Development,NLP Specialization,Created an LLM-assisted knowledge retrieval prototype for a transport permit application service.,"Candidate profile: Synthetic anonymized candidate CAND_0328 for Junior AI Engineer. Experience: 0 years in IT delivery for public service environments. Skills: Hugging Face, Fine-tuning, OpenAI API, Prompt Engineering, Pinecone, NLP, RAG, Embeddings, Agentic AI, Guardrails, LangChain, Docker, Security Awareness, Public Service Systems, Agile, Model Training, PyTorch, vector search, prompt orchestration. Tools: Pinecone, Hugging Face, Azure AI Studio, Docker, Git, Confluence, Jira. Education: Associate degree in Software Development. Certifications: NLP Specialization. Project summary: Created an LLM-assisted knowledge retrieval prototype for a transport permit application service. Responsibilities included implemented supervised tasks, followed coding standards, wrote basic documentation. Impact: reduced manual review effort. Privacy status: synthetic anonymized academic resume with no real personal data.",candidate profile synthetic anonymized candidate cand 0328 for junior ai engineer. experience 0 years in it delivery for public service environments. skills hugging face fine-tuning openai api prompt engineering pinecone nlp rag embeddings agentic ai guardrails langchain docker security awareness public service systems agile model training pytorch vector search prompt orchestration. tools pinecone hugging face azure ai studio docker git confluence jira. education associate degree in software development. certifications nlp specialization. project summary created an llm-assisted knowledge retrieval prototype for a transport permit application service. responsibilities included implemented supervised tasks followed coding standards wrote basic documentation. impact reduced manual review effort. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0329,AI Engineer,Junior,0,"Embeddings, Agentic AI, Hugging Face, Prompt Engineering, OpenAI API, Guardrails, RAG, API Testing, Public Service Systems, Responsive Design, LLM evaluation, retrieval augmented generation","OpenAI API, ChromaDB, Pinecone, Hugging Face, Slack, Git",Associate degree in Software Development,Azure AI Engineer Associate,"Built prompt workflows, vector search, and response evaluation for a public service contact centre tooling.","Technical background: Synthetic anonymized candidate CAND_0329 for Junior AI Engineer. Experience: 0 years in IT delivery for public service environments. Skills: Embeddings, Agentic AI, Hugging Face, Prompt Engineering, OpenAI API, Guardrails, RAG, API Testing, Public Service Systems, Responsive Design, LLM evaluation, retrieval augmented generation. Tools: OpenAI API, ChromaDB, Pinecone, Hugging Face, Slack, Git. Education: Associate degree in Software Development. Certifications: Azure AI Engineer Associate. Project summary: Built prompt workflows, vector search, and response evaluation for a public service contact centre tooling. Responsibilities included fixed small bugs, followed coding standards, implemented supervised tasks. Impact: improved release confidence. Privacy status: synthetic anonymized academic resume with no real personal data.",technical background synthetic anonymized candidate cand 0329 for junior ai engineer. experience 0 years in it delivery for public service environments. skills embeddings agentic ai hugging face prompt engineering openai api guardrails rag api testing public service systems responsive design llm evaluation retrieval augmented generation. tools openai api chromadb pinecone hugging face slack git. education associate degree in software development. certifications azure ai engineer associate. project summary built prompt workflows vector search and response evaluation for a public service contact centre tooling. responsibilities included fixed small bugs followed coding standards implemented supervised tasks. impact improved release confidence. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0330,AI Engineer,Junior,1,"OpenAI API, Hugging Face, ChromaDB, LangChain, NLP, Fine-tuning, Pinecone, LLM, Vector Databases, Agile, REST API, React, LLM evaluation, prompt orchestration","OpenAI API, Pinecone, Git, Hugging Face, ChromaDB, LangChain, Confluence, Jira",Computer Science bootcamp with portfolio projects,NLP Specialization,Designed a RAG proof of concept with guardrails and documented AI risks for a education records support platform.,"Project experience overview: Synthetic anonymized candidate CAND_0330 for Junior AI Engineer. Experience: 1 years in IT delivery for public service environments. Skills: OpenAI API, Hugging Face, ChromaDB, LangChain, NLP, Fine-tuning, Pinecone, LLM, Vector Databases, Agile, REST API, React, LLM evaluation, prompt orchestration. Tools: OpenAI API, Pinecone, Git, Hugging Face, ChromaDB, LangChain, Confluence, Jira. Education: Computer Science bootcamp with portfolio projects. Certifications: NLP Specialization. Project summary: Designed a RAG proof of concept with guardrails and documented AI risks for a education records support platform. Responsibilities included followed coding standards, fixed small bugs, implemented supervised tasks. Impact: improved release confidence. Privacy status: synthetic anonymized academic resume with no real personal data.",project experience overview synthetic anonymized candidate cand 0330 for junior ai engineer. experience 1 years in it delivery for public service environments. skills openai api hugging face chromadb langchain nlp fine-tuning pinecone llm vector databases agile rest api react llm evaluation prompt orchestration. tools openai api pinecone git hugging face chromadb langchain confluence jira. education computer science bootcamp with portfolio projects. certifications nlp specialization. project summary designed a rag proof of concept with guardrails and documented ai risks for a education records support platform. responsibilities included followed coding standards fixed small bugs implemented supervised tasks. impact improved release confidence. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0331,AI Engineer,Junior,2,"Hugging Face, RAG, Guardrails, Pinecone, LangChain, Fine-tuning, Vector Databases, LLM, NLP, OpenAI API, Git, Docker, Web Performance, LLM evaluation, prompt orchestration","Azure AI Studio, LangChain, OpenAI API, Pinecone, Docker, Confluence, Jira",Associate degree in Software Development,Prompt Engineering Certificate,Designed a RAG proof of concept with guardrails and documented AI risks for a citizen appointment booking service.,"Professional summary: Synthetic anonymized candidate CAND_0331 for Junior AI Engineer. Experience: 2 years in IT delivery for public service environments. Skills: Hugging Face, RAG, Guardrails, Pinecone, LangChain, Fine-tuning, Vector Databases, LLM, NLP, OpenAI API, Git, Docker, Web Performance, LLM evaluation, prompt orchestration. Tools: Azure AI Studio, LangChain, OpenAI API, Pinecone, Docker, Confluence, Jira. Education: Associate degree in Software Development. Certifications: Prompt Engineering Certificate. Project summary: Designed a RAG proof of concept with guardrails and documented AI risks for a citizen appointment booking service. Responsibilities included implemented supervised tasks, supported testing, fixed small bugs. Impact: improved documentation quality. Privacy status: synthetic anonymized academic resume with no real personal data.",professional summary synthetic anonymized candidate cand 0331 for junior ai engineer. experience 2 years in it delivery for public service environments. skills hugging face rag guardrails pinecone langchain fine-tuning vector databases llm nlp openai api git docker web performance llm evaluation prompt orchestration. tools azure ai studio langchain openai api pinecone docker confluence jira. education associate degree in software development. certifications prompt engineering certificate. project summary designed a rag proof of concept with guardrails and documented ai risks for a citizen appointment booking service. responsibilities included implemented supervised tasks supported testing fixed small bugs. impact improved documentation quality. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0332,AI Engineer,Junior,1,"Vector Databases, OpenAI API, Prompt Engineering, LLM, LangChain, Pinecone, ChromaDB, NLP, Embeddings, Agentic AI, Security Awareness, Agile, REST API, retrieval augmented generation, prompt orchestration","OpenAI API, Hugging Face, ChromaDB, Git, Pinecone, Azure AI Studio, Slack",BTEC Level 3 IT,Prompt Engineering Certificate,Created an LLM-assisted knowledge retrieval prototype for a secure document submission workflow.,"Technical background: Synthetic anonymized candidate CAND_0332 for Junior AI Engineer. Experience: 1 years in IT delivery for public service environments. Skills: Vector Databases, OpenAI API, Prompt Engineering, LLM, LangChain, Pinecone, ChromaDB, NLP, Embeddings, Agentic AI, Security Awareness, Agile, REST API, retrieval augmented generation, prompt orchestration. Tools: OpenAI API, Hugging Face, ChromaDB, Git, Pinecone, Azure AI Studio, Slack. Education: BTEC Level 3 IT. Certifications: Prompt Engineering Certificate. Project summary: Created an LLM-assisted knowledge retrieval prototype for a secure document submission workflow. Responsibilities included wrote basic documentation, supported testing, fixed small bugs. Impact: reduced manual review effort. Privacy status: synthetic anonymized academic resume with no real personal data.",technical background synthetic anonymized candidate cand 0332 for junior ai engineer. experience 1 years in it delivery for public service environments. skills vector databases openai api prompt engineering llm langchain pinecone chromadb nlp embeddings agentic ai security awareness agile rest api retrieval augmented generation prompt orchestration. tools openai api hugging face chromadb git pinecone azure ai studio slack. education btec level 3 it. certifications prompt engineering certificate. project summary created an llm-assisted knowledge retrieval prototype for a secure document submission workflow. responsibilities included wrote basic documentation supported testing fixed small bugs. impact reduced manual review effort. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0333,AI Engineer,Junior,0,"LLM, Pinecone, OpenAI API, Fine-tuning, Guardrails, NLP, Hugging Face, Security Awareness, Git, REST API, API Testing, Authentication, PostgreSQL, prompt orchestration, retrieval augmented generation","OpenAI API, Hugging Face, Pinecone, Azure AI Studio, Git, Jira, Confluence",BTEC Level 3 IT,DeepLearning.AI Generative AI Certificate,Created an LLM-assisted knowledge retrieval prototype for a health service information dashboard.,"Project experience overview: Synthetic anonymized candidate CAND_0333 for Junior AI Engineer. Experience: 0 years in IT delivery for public service environments. Skills: LLM, Pinecone, OpenAI API, Fine-tuning, Guardrails, NLP, Hugging Face, Security Awareness, Git, REST API, API Testing, Authentication, PostgreSQL, prompt orchestration, retrieval augmented generation. Tools: OpenAI API, Hugging Face, Pinecone, Azure AI Studio, Git, Jira, Confluence. Education: BTEC Level 3 IT. Certifications: DeepLearning.AI Generative AI Certificate. Project summary: Created an LLM-assisted knowledge retrieval prototype for a health service information dashboard. Responsibilities included followed coding standards, implemented supervised tasks, supported testing. Impact: helped teams make faster technical decisions. Privacy status: synthetic anonymized academic resume with no real personal data.",project experience overview synthetic anonymized candidate cand 0333 for junior ai engineer. experience 0 years in it delivery for public service environments. skills llm pinecone openai api fine-tuning guardrails nlp hugging face security awareness git rest api api testing authentication postgresql prompt orchestration retrieval augmented generation. tools openai api hugging face pinecone azure ai studio git jira confluence. education btec level 3 it. certifications deeplearning.ai generative ai certificate. project summary created an llm-assisted knowledge retrieval prototype for a health service information dashboard. responsibilities included followed coding standards implemented supervised tasks supported testing. impact helped teams make faster technical decisions. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0334,AI Engineer,Junior,2,"Pinecone, LLM, ChromaDB, OpenAI API, Hugging Face, RAG, Guardrails, Security Awareness, Documentation, Feature Engineering, LLM evaluation, vector search","ChromaDB, Pinecone, OpenAI API, Hugging Face, Git, Azure AI Studio, Slack, Jira",BTEC Level 3 IT,Azure AI Engineer Associate,Designed a RAG proof of concept with guardrails and documented AI risks for a municipal reporting and request system.,"Technical background: Synthetic anonymized candidate CAND_0334 for Junior AI Engineer. Experience: 2 years in IT delivery for public service environments. Skills: Pinecone, LLM, ChromaDB, OpenAI API, Hugging Face, RAG, Guardrails, Security Awareness, Documentation, Feature Engineering, LLM evaluation, vector search. Tools: ChromaDB, Pinecone, OpenAI API, Hugging Face, Git, Azure AI Studio, Slack, Jira. Education: BTEC Level 3 IT. Certifications: Azure AI Engineer Associate. Project summary: Designed a RAG proof of concept with guardrails and documented AI risks for a municipal reporting and request system. Responsibilities included fixed small bugs, supported testing, wrote basic documentation. Impact: reduced manual review effort. Privacy status: synthetic anonymized academic resume with no real personal data.",technical background synthetic anonymized candidate cand 0334 for junior ai engineer. experience 2 years in it delivery for public service environments. skills pinecone llm chromadb openai api hugging face rag guardrails security awareness documentation feature engineering llm evaluation vector search. tools chromadb pinecone openai api hugging face git azure ai studio slack jira. education btec level 3 it. certifications azure ai engineer associate. project summary designed a rag proof of concept with guardrails and documented ai risks for a municipal reporting and request system. responsibilities included fixed small bugs supported testing wrote basic documentation. impact reduced manual review effort. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0335,AI Engineer,Junior,1,"Prompt Engineering, Pinecone, Fine-tuning, Vector Databases, OpenAI API, ChromaDB, Agentic AI, LangChain, Hugging Face, Public Service Systems, Agile, Git, Documentation, SQL, Postman, prompt orchestration, retrieval augmented generation","ChromaDB, Pinecone, Azure AI Studio, Hugging Face, OpenAI API, LangChain, Jira, Git",Foundation Degree in Computing,Azure AI Engineer Associate,Designed a RAG proof of concept with guardrails and documented AI risks for a health service information dashboard.,"Professional summary: Synthetic anonymized candidate CAND_0335 for Junior AI Engineer. Experience: 1 years in IT delivery for public service environments. Skills: Prompt Engineering, Pinecone, Fine-tuning, Vector Databases, OpenAI API, ChromaDB, Agentic AI, LangChain, Hugging Face, Public Service Systems, Agile, Git, Documentation, SQL, Postman, prompt orchestration, retrieval augmented generation. Tools: ChromaDB, Pinecone, Azure AI Studio, Hugging Face, OpenAI API, LangChain, Jira, Git. Education: Foundation Degree in Computing. Certifications: Azure AI Engineer Associate. Project summary: Designed a RAG proof of concept with guardrails and documented AI risks for a health service information dashboard. Responsibilities included supported testing, followed coding standards, implemented supervised tasks. Impact: improved release confidence. Privacy status: synthetic anonymized academic resume with no real personal data.",professional summary synthetic anonymized candidate cand 0335 for junior ai engineer. experience 1 years in it delivery for public service environments. skills prompt engineering pinecone fine-tuning vector databases openai api chromadb agentic ai langchain hugging face public service systems agile git documentation sql postman prompt orchestration retrieval augmented generation. tools chromadb pinecone azure ai studio hugging face openai api langchain jira git. education foundation degree in computing. certifications azure ai engineer associate. project summary designed a rag proof of concept with guardrails and documented ai risks for a health service information dashboard. responsibilities included supported testing followed coding standards implemented supervised tasks. impact improved release confidence. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0336,AI Engineer,Junior,0,"Vector Databases, Guardrails, NLP, Hugging Face, RAG, LLM, Agentic AI, ChromaDB, Embeddings, Security Awareness, Git, API Testing, Test Cases, Selenium, prompt orchestration, retrieval augmented generation","Pinecone, Azure AI Studio, ChromaDB, Hugging Face, LangChain, Jira, Slack",Associate degree in Software Development,Azure AI Engineer Associate,"Built prompt workflows, vector search, and response evaluation for a education records support platform.","Technical background: Synthetic anonymized candidate CAND_0336 for Junior AI Engineer. Experience: 0 years in IT delivery for public service environments. Skills: Vector Databases, Guardrails, NLP, Hugging Face, RAG, LLM, Agentic AI, ChromaDB, Embeddings, Security Awareness, Git, API Testing, Test Cases, Selenium, prompt orchestration, retrieval augmented generation. Tools: Pinecone, Azure AI Studio, ChromaDB, Hugging Face, LangChain, Jira, Slack. Education: Associate degree in Software Development. Certifications: Azure AI Engineer Associate. Project summary: Built prompt workflows, vector search, and response evaluation for a education records support platform. Responsibilities included followed coding standards, fixed small bugs, implemented supervised tasks. Impact: helped teams make faster technical decisions. Privacy status: synthetic anonymized academic resume with no real personal data.",technical background synthetic anonymized candidate cand 0336 for junior ai engineer. experience 0 years in it delivery for public service environments. skills vector databases guardrails nlp hugging face rag llm agentic ai chromadb embeddings security awareness git api testing test cases selenium prompt orchestration retrieval augmented generation. tools pinecone azure ai studio chromadb hugging face langchain jira slack. education associate degree in software development. certifications azure ai engineer associate. project summary built prompt workflows vector search and response evaluation for a education records support platform. responsibilities included followed coding standards fixed small bugs implemented supervised tasks. impact helped teams make faster technical decisions. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0337,AI Engineer,Junior,0,"Pinecone, ChromaDB, Hugging Face, LLM, RAG, Fine-tuning, NLP, Prompt Engineering, Embeddings, LangChain, Security Awareness, API Testing, SQL, Docker, Firebase, Android, vector search, LLM evaluation","Pinecone, LangChain, Git, Azure AI Studio, Slack",Associate degree in Software Development,NLP Specialization,Created an LLM-assisted knowledge retrieval prototype for a transport permit application service.,"Technical background: Synthetic anonymized candidate CAND_0337 for Junior AI Engineer. Experience: 0 years in IT delivery for public service environments. Skills: Pinecone, ChromaDB, Hugging Face, LLM, RAG, Fine-tuning, NLP, Prompt Engineering, Embeddings, LangChain, Security Awareness, API Testing, SQL, Docker, Firebase, Android, vector search, LLM evaluation. Tools: Pinecone, LangChain, Git, Azure AI Studio, Slack. Education: Associate degree in Software Development. Certifications: NLP Specialization. Project summary: Created an LLM-assisted knowledge retrieval prototype for a transport permit application service. Responsibilities included followed coding standards, wrote basic documentation, fixed small bugs. Impact: supported secure public service delivery. Privacy status: synthetic anonymized academic resume with no real personal data.",technical background synthetic anonymized candidate cand 0337 for junior ai engineer. experience 0 years in it delivery for public service environments. skills pinecone chromadb hugging face llm rag fine-tuning nlp prompt engineering embeddings langchain security awareness api testing sql docker firebase android vector search llm evaluation. tools pinecone langchain git azure ai studio slack. education associate degree in software development. certifications nlp specialization. project summary created an llm-assisted knowledge retrieval prototype for a transport permit application service. responsibilities included followed coding standards wrote basic documentation fixed small bugs. impact supported secure public service delivery. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
CAND_0338,AI Engineer,Junior,2,"LLM, RAG, Vector Databases, Guardrails, Prompt Engineering, ChromaDB, LangChain, OpenAI API, NLP, Hugging Face, Agentic AI, Security Awareness, Git, Regression, MLflow, prompt orchestration, vector search","OpenAI API, Pinecone, Hugging Face, Azure AI Studio, Jira, Slack",Computer Science bootcamp with portfolio projects,DeepLearning.AI Generative AI Certificate,"Built prompt workflows, vector search, and response evaluation for a municipal reporting and request system.","Candidate profile: Synthetic anonymized candidate CAND_0338 for Junior AI Engineer. Experience: 2 years in IT delivery for public service environments. Skills: LLM, RAG, Vector Databases, Guardrails, Prompt Engineering, ChromaDB, LangChain, OpenAI API, NLP, Hugging Face, Agentic AI, Security Awareness, Git, Regression, MLflow, prompt orchestration, vector search. Tools: OpenAI API, Pinecone, Hugging Face, Azure AI Studio, Jira, Slack. Education: Computer Science bootcamp with portfolio projects. Certifications: DeepLearning.AI Generative AI Certificate. Project summary: Built prompt workflows, vector search, and response evaluation for a municipal reporting and request system. Responsibilities included wrote basic documentation, supported testing, implemented supervised tasks. Impact: reduced manual review effort. Privacy status: synthetic anonymized academic resume with no real personal data.",candidate profile synthetic anonymized candidate cand 0338 for junior ai engineer. experience 2 years in it delivery for public service environments. skills llm rag vector databases guardrails prompt engineering chromadb langchain openai api nlp hugging face agentic ai security awareness git regression mlflow prompt orchestration vector search. tools openai api pinecone hugging face azure ai studio jira slack. education computer science bootcamp with portfolio projects. certifications deeplearning.ai generative ai certificate. project summary built prompt workflows vector search and response evaluation for a municipal reporting and request system. responsibilities included wrote basic documentation supported testing implemented supervised tasks. impact reduced manual review effort. privacy status synthetic anonymized academic resume with no real personal data.,True,Synthetic anonymized academic data - no real personal information
